	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	ph
1883.2009.237.Crump.Artic.LTREB.main.lane2.NoIndex	52111.0	1313	5.0	1	0.0	0	7.2
1883.2009.243.Crump.Artic.LTREB.main.lane2.NoIndex	32762.0	546	9.0	1	0.0	0	7.0
1883.2009.248.Crump.Artic.LTREB.main.lane2.NoIndex	55311.0	522	0.0	0	34.0	1	7.4
1883.2009.256.Crump.Artic.LTREB.main.lane2.NoIndex	20052.0	173	1.0	1	0.0	0	7.4
1883.2009.286.Crump.Artic.LTREB.main.lane2.NoIndex	36655.0	453	0.0	0	47.0	1	6.2
1883.2009.287.Crump.Artic.LTREB.main.lane2.NoIndex	28.0	24	1.0	1	0.0	0	6.9
1883.2009.29.Crump.Artic.LTREB.main.lane3.NoIndex	54603.0	1998	17.0	1	0.0	0	6.5
1883.2009.291.Crump.Artic.LTREB.main.lane3.NoIndex	60103.0	1230	0.0	0	101.0	4	7.4
1883.2009.292.Crump.Artic.LTREB.main.lane3.NoIndex	463.0	248	1.0	1	2.0	1	6.8
1883.2009.293.Crump.Artic.LTREB.main.lane3.NoIndex	31002.0	344	381.0	4	0.0	0	6.8
1883.2009.294.Crump.Artic.LTREB.main.lane3.NoIndex	33771.0	230	728.0	4	0.0	0	7.5
1883.2009.295.Crump.Artic.LTREB.main.lane3.NoIndex	50930.0	679	146.0	2	1.0	1	7.5
1883.2009.297.Crump.Artic.LTREB.main.lane3.NoIndex	53402.0	321	0.0	0	2.0	1	7.0
1883.2009.3.Crump.Artic.LTREB.main.lane3.NoIndex	47268.0	637	59.0	1	0.0	0	7.4
1883.2009.329.Crump.Artic.LTREB.main.lane3.NoIndex	89083.0	258	148.0	2	0.0	0	8.6
1883.2009.33.Crump.Artic.LTREB.main.lane3.NoIndex	47894.0	944	5.0	1	1.0	1	7.7
1883.2009.331.Crump.Artic.LTREB.main.lane3.NoIndex	63463.0	749	78.0	1	0.0	0	7.8
1883.2009.332.Crump.Artic.LTREB.main.lane3.NoIndex	53193.0	604	1.0	1	788.0	6	8.5
1883.2009.338.Crump.Artic.LTREB.main.lane3.NoIndex	68708.0	280	46.0	1	0.0	0	6.8
1883.2009.359.Crump.Artic.LTREB.main.lane3.NoIndex	34702.0	205	564.0	5	0.0	0	7.4
1883.2009.373.Crump.Artic.LTREB.main.lane3.NoIndex	47066.0	968	43.0	1	16.0	1	6.6
1883.2009.385.Crump.Artic.LTREB.main.lane4.NoIndex	73219.0	1371	936.0	3	54.0	1	7.8
1883.2009.386.Crump.Artic.LTREB.main.lane4.NoIndex	55036.0	2444	4.0	2	14.0	2	7.4
1883.2009.387.Crump.Artic.LTREB.main.lane4.NoIndex	65321.0	1333	602.0	6	44.0	1	8.0
1883.2009.388.Crump.Artic.LTREB.main.lane4.NoIndex	65751.0	1522	760.0	9	0.0	0	7.6
1883.2009.389.Crump.Artic.LTREB.main.lane4.NoIndex	67200.0	1171	852.0	1	37.0	2	7.5
1883.2009.39.Crump.Artic.LTREB.main.lane4.NoIndex	53236.0	2858	1.0	1	2.0	2	7.9
1883.2009.391.Crump.Artic.LTREB.main.lane4.NoIndex	66109.0	2653	1.0	1	116.0	10	7.0
1883.2010.102.Crump.Artic.LTREB.main.lane3.NoIndex	88478.0	3306	0.0	0	6.0	4	7.3
1883.2010.106.Crump.Artic.LTREB.main.lane3.NoIndex	79362.0	1464	29.0	1	121.0	1	8.3
1883.2010.107.Crump.Artic.LTREB.main.lane3.NoIndex	99757.0	2830	0.0	0	295.0	5	2.1
1883.2010.109.Crump.Artic.LTREB.main.lane3.NoIndex	86543.0	2439	20.0	1	116.0	3	8.2
1883.2010.11.Crump.Artic.LTREB.main.lane3.NoIndex	126205.0	1909	10.0	3	5.0	2	8.0
1883.2010.112.Crump.Artic.LTREB.main.lane3.NoIndex	93562.0	4095	8.0	3	116.0	4	8.1
1883.2010.116.Crump.Artic.LTREB.main.lane3.NoIndex	88110.0	826	0.0	0	9.0	2	8.0
1883.2010.129.Crump.Artic.LTREB.main.lane3.NoIndex	34668.0	1078	1.0	1	0.0	0	7.7
1883.2010.15.Crump.Artic.LTREB.main.lane3.NoIndex	343178.0	1547	0.0	0	9.0	1	5.5
1883.2010.168.Crump.Artic.LTREB.main.lane3.NoIndex	118482.0	758	34.0	1	5.0	1	8.1
1883.2010.171.Crump.Artic.LTREB.main.lane3.NoIndex	161254.0	1376	0.0	0	5.0	2	8.4
1883.2010.176.Crump.Artic.LTREB.main.lane3.NoIndex	111140.0	4284	18.0	3	29.0	6	6.8
1883.2010.177.Crump.Artic.LTREB.main.lane3.NoIndex	109873.0	4233	17.0	2	78.0	7	7.4
1883.2010.178.Crump.Artic.LTREB.main.lane3.NoIndex	97085.0	4669	2.0	2	21.0	6	7.6
1883.2010.179.Crump.Artic.LTREB.main.lane3.NoIndex	22460.0	2015	1.0	1	3.0	2	7.3
1883.2010.181.Crump.Artic.LTREB.main.lane3.NoIndex	93801.0	1374	0.0	0	4.0	2	7.0
1883.2010.187.Crump.Artic.LTREB.main.lane3.NoIndex	90908.0	3677	1.0	1	2.0	2	7.1
1883.2010.188.Crump.Artic.LTREB.main.lane3.NoIndex	93552.0	2405	6.0	2	1.0	1	7.5
1883.2010.189.Crump.Artic.LTREB.main.lane3.NoIndex	125624.0	1659	165.0	2	0.0	0	7.7
1883.2010.192.Crump.Artic.LTREB.main.lane3.NoIndex	171009.0	1624	0.0	0	6.0	2	7.1
1883.2010.21.Crump.Artic.LTREB.main.lane3.NoIndex	98353.0	5524	16.0	2	41.0	6	7.3
1883.2010.215.Crump.Artic.LTREB.main.lane3.NoIndex	97185.0	5010	25.0	3	23.0	3	7.7
1883.2010.219.Crump.Artic.LTREB.main.lane3.NoIndex	88982.0	4158	6.0	2	10.0	6	7.5
1883.2010.221.Crump.Artic.LTREB.main.lane3.NoIndex	106482.0	3813	5.0	3	6.0	4	7.2
1883.2010.222.Crump.Artic.LTREB.main.lane3.NoIndex	99798.0	2056	1.0	1	1.0	1	7.6
1883.2010.223.Crump.Artic.LTREB.main.lane3.NoIndex	89202.0	4590	2.0	1	20.0	3	7.9
1883.2010.224.Crump.Artic.LTREB.main.lane3.NoIndex	155714.0	3500	26.0	4	13.0	4	7.3
1883.2010.225.Crump.Artic.LTREB.main.lane3.NoIndex	312315.0	2318	0.0	0	7.0	1	8.3
1883.2010.229.Crump.Artic.LTREB.main.lane3.NoIndex	126330.0	2189	18.0	1	9.0	4	7.3
1883.2010.231.Crump.Artic.LTREB.main.lane3.NoIndex	176804.0	1561	1.0	1	4.0	2	7.0
1883.2010.232.Crump.Artic.LTREB.main.lane3.NoIndex	186130.0	1787	3.0	1	2.0	1	8.2
1883.2010.243.Crump.Artic.LTREB.main.lane3.NoIndex	139797.0	1992	2.0	2	4.0	1	7.7
1883.2010.245.Crump.Artic.LTREB.main.lane3.NoIndex	165529.0	1571	1.0	1	0.0	0	8.2
1883.2010.266.Crump.Artic.LTREB.main.lane3.NoIndex	142637.0	1180	0.0	0	1.0	1	6.9
1883.2010.271.Crump.Artic.LTREB.main.lane3.NoIndex	153191.0	2082	0.0	0	6.0	2	7.1
1883.2010.273.Crump.Artic.LTREB.main.lane3.NoIndex	171818.0	1739	0.0	0	1.0	1	7.5
1883.2010.275.Crump.Artic.LTREB.main.lane3.NoIndex	104040.0	2100	1.0	1	14.0	3	7.2
1883.2010.278.Crump.Artic.LTREB.main.lane3.NoIndex	170657.0	959	5.0	1	4.0	1	8.3
1883.2010.287.Crump.Artic.LTREB.main.lane3.NoIndex	129455.0	1251	0.0	0	3.0	2	7.0
1883.2010.334.Crump.Artic.LTREB.main.lane3.NoIndex	51953.0	3133	1.0	1	1.0	1	7.6
1883.2010.336.Crump.Artic.LTREB.main.lane3.NoIndex	35819.0	2924	1.0	1	331.0	10	8.3
1883.2010.337.Crump.Artic.LTREB.main.lane3.NoIndex	31905.0	2173	1.0	1	1.0	1	6.9
1883.2010.338.Crump.Artic.LTREB.main.lane3.NoIndex	39866.0	1865	0.0	0	1.0	1	7.4
1883.2010.339.Crump.Artic.LTREB.main.lane3.NoIndex	25847.0	2704	11.0	2	16.0	2	7.5
1883.2010.34.Crump.Artic.LTREB.main.lane3.NoIndex	126326.0	3585	2.0	1	11.0	4	7.3
1883.2010.343.Crump.Artic.LTREB.main.lane3.NoIndex	56894.0	3190	9.0	2	0.0	0	6.7
1883.2010.344.Crump.Artic.LTREB.main.lane3.NoIndex	28210.0	2677	0.0	0	3.0	1	6.1
1883.2010.353.Crump.Artic.LTREB.main.lane3.NoIndex	39946.0	4052	5.0	1	0.0	0	7.1
1883.2010.356.Crump.Artic.LTREB.main.lane3.NoIndex	59314.0	2116	0.0	0	1.0	1	6.8
1883.2010.359.Crump.Artic.LTREB.main.lane3.NoIndex	67726.0	2895	1.0	1	3.0	3	6.6
1883.2010.36.Crump.Artic.LTREB.main.lane3.NoIndex	20064.0	3433	28.0	4	14.0	3	6.9
1883.2010.365.Crump.Artic.LTREB.main.lane4.NoIndex	62166.0	4025	5.0	2	24.0	2	7.5
1883.2010.368.Crump.Artic.LTREB.main.lane4.NoIndex	192.0	109	1.0	1	0.0	0	7.4
1883.2010.369.Crump.Artic.LTREB.main.lane4.NoIndex	69170.0	3520	12.0	5	3.0	2	7.3
1883.2010.373.Crump.Artic.LTREB.main.lane4.NoIndex	35243.0	3596	3.0	3	13.0	3	7.4
1883.2010.374.Crump.Artic.LTREB.main.lane4.NoIndex	70218.0	3510	1.0	1	4.0	1	7.6
1883.2010.375.Crump.Artic.LTREB.main.lane4.NoIndex	72289.0	3009	8.0	3	3.0	3	7.3
1883.2011.006.Crump.Artic.LTREB.main.lane3.NoIndex	32366.0	1083	2.0	1	1.0	1	8.2
1883.2011.009.Crump.Artic.LTREB.main.lane3.NoIndex	25546.0	2825	1.0	1	52.0	2	8.1
1883.2011.01.Crump.Artic.LTREB.main.lane3.NoIndex	35989.0	1000	0.0	0	6.0	1	7.9
1883.2011.011.Crump.Artic.LTREB.main.lane3.NoIndex	38099.0	2438	2.0	2	8.0	3	7.4
1883.2011.012.Crump.Artic.LTREB.main.lane3.NoIndex	34651.0	2719	5.0	2	5.0	3	7.7
1883.2011.013.Crump.Artic.LTREB.main.lane3.NoIndex	25970.0	2797	2.0	1	7.0	2	8.0
1883.2011.014.Crump.Artic.LTREB.main.lane3.NoIndex	27021.0	2630	3.0	1	10.0	2	7.5
1883.2011.016.Crump.Artic.LTREB.main.lane3.NoIndex	48209.0	1768	0.0	0	4.0	1	7.2
1883.2011.021.Crump.Artic.LTREB.main.lane3.NoIndex	23704.0	2433	6.0	2	3.0	2	7.1
1883.2011.023.Crump.Artic.LTREB.main.lane3.NoIndex	30962.0	3800	6.0	4	11.0	2	7.4
1883.2011.031.Crump.Artic.LTREB.main.lane3.NoIndex	21342.0	2882	1.0	1	1.0	1	6.7
1883.2011.037.Crump.Artic.LTREB.main.lane3.NoIndex	26333.0	1695	7.0	2	7.0	1	6.8
1883.2011.038.Crump.Artic.LTREB.main.lane3.NoIndex	25323.0	2067	0.0	0	18.0	3	7.4
1883.2011.043.Crump.Artic.LTREB.main.lane3.NoIndex	33594.0	1815	4.0	1	3.0	2	8.1
1883.2011.046.Crump.Artic.LTREB.main.lane3.NoIndex	33955.0	1108	0.0	0	1.0	1	8.0
1883.2011.047.Crump.Artic.LTREB.main.lane3.NoIndex	27351.0	2547	12.0	4	15.0	5	7.2
1883.2011.049.Crump.Artic.LTREB.main.lane3.NoIndex	24566.0	1625	0.0	0	3.0	1	7.5
1883.2011.05.Crump.Artic.LTREB.main.lane3.NoIndex	18452.0	810	5.0	1	20.0	1	7.7
1883.2011.051.Crump.Artic.LTREB.main.lane3.NoIndex	31899.0	2656	0.0	0	25.0	5	8.0
1883.2011.053.Crump.Artic.LTREB.main.lane3.NoIndex	34814.0	926	1.0	1	2.0	1	8.2
1883.2011.054.Crump.Artic.LTREB.main.lane3.NoIndex	28511.0	1934	0.0	0	5.0	1	7.6
1883.2011.056.Crump.Artic.LTREB.main.lane3.NoIndex	30607.0	2522	0.0	0	5.0	1	8.3
1883.2011.057.Crump.Artic.LTREB.main.lane3.NoIndex	19083.0	329	0.0	0	8.0	2	8.2
1883.2011.059.Crump.Artic.LTREB.main.lane3.NoIndex	35124.0	1047	0.0	0	5.0	2	8.1
1883.2011.061.Crump.Artic.LTREB.main.lane3.NoIndex	21532.0	1446	0.0	0	1.0	1	8.3
1883.2011.062.Crump.Artic.LTREB.main.lane3.NoIndex	35542.0	1471	1.0	1	2.0	1	8.3
1883.2011.063.Crump.Artic.LTREB.main.lane3.NoIndex	29202.0	698	5.0	1	1.0	1	8.2
1883.2011.064.Crump.Artic.LTREB.main.lane3.NoIndex	32561.0	1867	0.0	0	6.0	3	7.7
1883.2011.065.Crump.Artic.LTREB.main.lane3.NoIndex	29742.0	1022	1.0	1	5.0	2	7.6
1883.2011.066.Crump.Artic.LTREB.main.lane3.NoIndex	38489.0	961	0.0	0	3.0	2	7.6
1883.2011.067.Crump.Artic.LTREB.main.lane3.NoIndex	40753.0	1245	0.0	0	3.0	2	7.2
1883.2011.068.Crump.Artic.LTREB.main.lane3.NoIndex	30755.0	2089	4.0	2	4.0	1	7.7
1883.2011.069.Crump.Artic.LTREB.main.lane3.NoIndex	31694.0	2802	0.0	0	40.0	2	8.3
1883.2011.07.Crump.Artic.LTREB.main.lane3.NoIndex	38630.0	2765	1.0	1	23.0	2	8.3
1883.2011.076.Crump.Artic.LTREB.main.lane3.NoIndex	45355.0	1142	0.0	0	2.0	1	7.2
1883.2011.078.Crump.Artic.LTREB.main.lane3.NoIndex	29983.0	2156	1.0	1	2.0	1	7.7
1883.2011.08.Crump.Artic.LTREB.main.lane3.NoIndex	25984.0	2214	0.0	0	8.0	2	7.7
1883.2011.082.Crump.Artic.LTREB.main.lane3.NoIndex	36918.0	1521	1.0	1	2.0	1	7.9
1883.2011.083.Crump.Artic.LTREB.main.lane3.NoIndex	32529.0	1692	2.0	1	0.0	0	8.0
1883.2011.089.Crump.Artic.LTREB.main.lane3.NoIndex	24047.0	1740	0.0	0	2.0	1	7.8
1883.2011.09.Crump.Artic.LTREB.main.lane3.NoIndex	39734.0	1774	1.0	1	1.0	1	7.9
1883.2011.094.Crump.Artic.LTREB.main.lane3.NoIndex	35933.0	1643	1.0	1	1.0	1	7.2
1883.2011.095.Crump.Artic.LTREB.main.lane3.NoIndex	31413.0	838	2.0	1	0.0	0	7.6
1883.2011.097.Crump.Artic.LTREB.main.lane3.NoIndex	35091.0	1279	0.0	0	1.0	1	7.5
1883.2011.099.Crump.Artic.LTREB.main.lane3.NoIndex	79956.0	2119	2.0	1	1.0	1	7.0
1883.2011.101.Crump.Artic.LTREB.main.lane3.NoIndex	66234.0	1984	4.0	1	1.0	1	8.0
1883.2011.102.Crump.Artic.LTREB.main.lane3.NoIndex	60639.0	1946	0.0	0	1.0	1	8.0
1883.2011.104.Crump.Artic.LTREB.main.lane3.NoIndex	47584.0	1369	1.0	1	0.0	0	7.4
1883.2011.108.Crump.Artic.LTREB.main.lane3.NoIndex	68594.0	1039	1.0	1	0.0	0	6.8
1883.2011.109.Crump.Artic.LTREB.main.lane3.NoIndex	69641.0	1436	0.0	0	4.0	2	7.2
1883.2011.111.Crump.Artic.LTREB.main.lane3.NoIndex	60546.0	1359	0.0	0	2.0	1	7.5
1883.2011.112.Crump.Artic.LTREB.main.lane3.NoIndex	64695.0	2132	0.0	0	1.0	1	7.4
1883.2011.113.Crump.Artic.LTREB.main.lane3.NoIndex	99532.0	1554	0.0	0	1.0	1	7.3
1883.2011.114.Crump.Artic.LTREB.main.lane3.NoIndex	84244.0	1607	0.0	0	2.0	1	7.3
1883.2011.116.Crump.Artic.LTREB.main.lane3.NoIndex	76660.0	1617	0.0	0	1.0	1	7.7
1883.2011.117.Crump.Artic.LTREB.main.lane3.NoIndex	71908.0	1390	0.0	0	4.0	1	7.7
1883.2011.119.Crump.Artic.LTREB.main.lane3.NoIndex	43907.0	3508	0.0	0	2.0	2	7.7
1883.2011.122.Crump.Artic.LTREB.main.lane3.NoIndex	49513.0	952	0.0	0	3.0	2	7.8
1883.2011.123.Crump.Artic.LTREB.main.lane3.NoIndex	88639.0	1425	0.0	0	4.0	1	7.1
1883.2011.124.Crump.Artic.LTREB.main.lane3.NoIndex	69015.0	3213	1.0	1	10.0	3	7.9
1883.2011.125.Crump.Artic.LTREB.main.lane3.NoIndex	77084.0	1108	0.0	0	2.0	1	7.5
1883.2011.126.Crump.Artic.LTREB.main.lane3.NoIndex	79263.0	3885	5.0	2	25.0	5	7.1
1883.2011.127.Crump.Artic.LTREB.main.lane3.NoIndex	87224.0	3538	16.0	2	19.0	3	7.5
1883.2011.128.Crump.Artic.LTREB.main.lane3.NoIndex	61350.0	4160	14.0	4	14.0	2	8.1
1883.2011.129.Crump.Artic.LTREB.main.lane3.NoIndex	71089.0	3085	0.0	0	9.0	4	7.6
1883.2011.132.Crump.Artic.LTREB.main.lane3.NoIndex	58950.0	1089	0.0	0	1.0	1	7.1
1883.2011.134.Crump.Artic.LTREB.main.lane3.NoIndex	97564.0	1443	0.0	0	3.0	1	7.1
1883.2011.135.Crump.Artic.LTREB.main.lane3.NoIndex	84567.0	3566	2.0	1	8.0	3	7.6
1883.2011.137.Crump.Artic.LTREB.main.lane3.NoIndex	114334.0	1366	0.0	0	2.0	1	8.3
1883.2011.138.Crump.Artic.LTREB.main.lane3.NoIndex	43234.0	3471	1.0	1	1.0	1	7.2
1883.2011.139.Crump.Artic.LTREB.main.lane3.NoIndex	55414.0	2715	5.0	1	5.0	2	7.8
1883.2011.14.Crump.Artic.LTREB.main.lane3.NoIndex	87909.0	1122	1.0	1	1.0	1	7.6
1883.2011.141.Crump.Artic.LTREB.main.lane3.NoIndex	67290.0	3699	3.0	2	19.0	5	7.3
1883.2011.142.Crump.Artic.LTREB.main.lane3.NoIndex	55361.0	795	0.0	0	15.0	1	7.5
1883.2011.143.Crump.Artic.LTREB.main.lane3.NoIndex	63230.0	4175	6.0	3	22.0	3	8.0
1883.2011.146.Crump.Artic.LTREB.main.lane3.NoIndex	80581.0	1182	0.0	0	2.0	1	7.0
1883.2011.15.Crump.Artic.LTREB.main.lane3.NoIndex	100439.0	1623	0.0	0	1.0	1	7.0
1883.2011.153.Crump.Artic.LTREB.main.lane3.NoIndex	84957.0	3317	1.0	1	2.0	1	7.4
1883.2011.156.Crump.Artic.LTREB.main.lane3.NoIndex	51324.0	3034	6.0	1	4.0	2	6.9
1883.2011.157.Crump.Artic.LTREB.main.lane3.NoIndex	41717.0	2750	1.0	1	0.0	0	6.4
1883.2011.158.Crump.Artic.LTREB.main.lane3.NoIndex	72353.0	4244	68.0	3	24.0	3	7.5
1883.2011.166.Crump.Artic.LTREB.main.lane3.NoIndex	32177.0	2813	1.0	1	1.0	1	6.5
1883.2011.169.Crump.Artic.LTREB.main.lane3.NoIndex	76360.0	3232	2.0	2	11.0	4	6.7
1883.2011.172.Crump.Artic.LTREB.main.lane3.NoIndex	49974.0	2872	4.0	2	2.0	2	6.5
1883.2011.178.Crump.Artic.LTREB.main.lane3.NoIndex	60500.0	2618	1.0	1	5.0	3	8.0
1883.2011.181.Crump.Artic.LTREB.main.lane3.NoIndex	54011.0	1009	0.0	0	1.0	1	7.9
1883.2011.182.Crump.Artic.LTREB.main.lane3.NoIndex	43894.0	3525	3.0	2	11.0	3	7.4
1883.2011.184.Crump.Artic.LTREB.main.lane3.NoIndex	70390.0	4137	4.0	2	23.0	4	7.2
1883.2011.186.Crump.Artic.LTREB.main.lane3.NoIndex	130688.0	3982	9.0	1	23.0	2	8.2
1883.2011.187.Crump.Artic.LTREB.main.lane3.NoIndex	59345.0	2344	0.0	0	26.0	4	7.5
1883.2011.188.Crump.Artic.LTREB.main.lane3.NoIndex	76482.0	3021	0.0	0	9.0	2	7.5
1883.2011.19.Crump.Artic.LTREB.main.lane3.NoIndex	63881.0	1261	0.0	0	1.0	1	7.0
1883.2011.193.Crump.Artic.LTREB.main.lane3.NoIndex	94372.0	1335	0.0	0	1.0	1	7.0
1883.2011.195.Crump.Artic.LTREB.main.lane3.NoIndex	63067.0	3228	0.0	0	4.0	1	7.5
1883.2011.197.Crump.Artic.LTREB.main.lane3.NoIndex	72095.0	1293	0.0	0	6.0	3	8.4
1883.2011.198.Crump.Artic.LTREB.main.lane4.NoIndex	29540.0	2978	4.0	2	1.0	1	7.2
1883.2011.199.Crump.Artic.LTREB.main.lane4.NoIndex	58424.0	963	1.0	1	1.0	1	8.0
1883.2011.2.Crump.Artic.LTREB.main.lane4.NoIndex	41488.0	3653	2.0	2	2.0	2	7.3
1883.2011.201.Crump.Artic.LTREB.main.lane4.NoIndex	41851.0	3541	4.0	2	2.0	2	7.8
1883.2011.203.Crump.Artic.LTREB.main.lane4.NoIndex	45298.0	2412	0.0	0	9.0	1	7.0
1883.2011.204.Crump.Artic.LTREB.main.lane4.NoIndex	54553.0	2403	9.0	2	2.0	1	7.8
1883.2011.205.Crump.Artic.LTREB.main.lane4.NoIndex	22287.0	2514	0.0	0	10.0	2	8.1
1883.2011.206.Crump.Artic.LTREB.main.lane4.NoIndex	62929.0	3252	3.0	2	3.0	2	7.5
1883.2011.209.Crump.Artic.LTREB.main.lane4.NoIndex	61382.0	964	1.0	1	0.0	0	6.9
1883.2011.211.Crump.Artic.LTREB.main.lane4.NoIndex	53073.0	2755	7.0	1	2.0	2	7.5
1883.2011.214.Crump.Artic.LTREB.main.lane4.NoIndex	48821.0	968	0.0	0	3.0	1	6.9
1883.2011.215.Crump.Artic.LTREB.main.lane4.NoIndex	41457.0	1459	2.0	2	0.0	0	8.1
1883.2011.216.Crump.Artic.LTREB.main.lane4.NoIndex	67944.0	1701	2.0	1	0.0	0	8.1
1883.2011.217.Crump.Artic.LTREB.main.lane4.NoIndex	194884.0	2593	6.0	1	8.0	4	8.2
1883.2011.218.Crump.Artic.LTREB.main.lane4.NoIndex	52561.0	1474	1.0	1	0.0	0	8.3
1883.2011.219.Crump.Artic.LTREB.main.lane4.NoIndex	55326.0	1229	4.0	2	0.0	0	8.4
1883.2011.22.Crump.Artic.LTREB.main.lane4.NoIndex	67143.0	1666	6.0	3	1.0	1	8.5
1883.2011.221.Crump.Artic.LTREB.main.lane4.NoIndex	57410.0	1228	1.0	1	0.0	0	8.5
1883.2011.222.Crump.Artic.LTREB.main.lane4.NoIndex	62012.0	1938	4.0	2	3.0	2	8.3
1883.2011.223.Crump.Artic.LTREB.main.lane4.NoIndex	49297.0	1794	2.0	2	1.0	1	8.2
1883.2011.224.Crump.Artic.LTREB.main.lane4.NoIndex	45652.0	1697	1.0	1	0.0	0	8.0
1883.2011.227.Crump.Artic.LTREB.main.lane4.NoIndex	61342.0	2088	6.0	1	1.0	1	7.3
1883.2011.23.Crump.Artic.LTREB.main.lane4.NoIndex	74553.0	1873	1.0	1	2.0	2	7.5
1883.2011.231.Crump.Artic.LTREB.main.lane4.NoIndex	87828.0	1688	2.0	2	0.0	0	7.2
1883.2011.235.Crump.Artic.LTREB.main.lane4.NoIndex	62482.0	1335	1.0	1	0.0	0	8.0
1883.2011.236.Crump.Artic.LTREB.main.lane4.NoIndex	64404.0	1723	1.0	1	0.0	0	7.5
1883.2011.237.Crump.Artic.LTREB.main.lane4.NoIndex	58577.0	1529	1.0	1	0.0	0	7.2
1883.2011.238.Crump.Artic.LTREB.main.lane4.NoIndex	26800.0	1029	1.0	1	0.0	0	7.4
1883.2011.241.Crump.Artic.LTREB.main.lane4.NoIndex	65129.0	1240	1.0	1	0.0	0	6.9
1883.2011.242.Crump.Artic.LTREB.main.lane4.NoIndex	75377.0	1454	8.0	3	1.0	1	7.0
1883.2011.243.Crump.Artic.LTREB.main.lane4.NoIndex	70653.0	1432	2.0	1	0.0	0	7.4
1883.2011.244.Crump.Artic.LTREB.main.lane4.NoIndex	69021.0	1255	0.0	0	1.0	1	7.6
1883.2011.246.Crump.Artic.LTREB.main.lane4.NoIndex	80212.0	1087	2.0	2	1.0	1	7.5
1883.2011.247.Crump.Artic.LTREB.main.lane4.NoIndex	69661.0	1688	1.0	1	0.0	0	7.5
1883.2011.248.Crump.Artic.LTREB.main.lane4.NoIndex	55500.0	1141	1.0	1	0.0	0	7.5
1883.2011.249.Crump.Artic.LTREB.main.lane4.NoIndex	61836.0	1729	1.0	1	0.0	0	7.3
1883.2011.25.Crump.Artic.LTREB.main.lane4.NoIndex	55229.0	1239	0.0	0	1.0	1	7.6
1883.2011.251.Crump.Artic.LTREB.main.lane4.NoIndex	43709.0	1203	1.0	1	1.0	1	8.1
1883.2011.253.Crump.Artic.LTREB.main.lane4.NoIndex	55409.0	1830	0.0	0	2.0	2	7.5
1883.2011.255.Crump.Artic.LTREB.main.lane4.NoIndex	64643.0	1379	6.0	3	0.0	0	7.0
1883.2011.257.Crump.Artic.LTREB.main.lane4.NoIndex	64159.0	1448	1.0	1	0.0	0	7.6
1883.2011.261.Crump.Artic.LTREB.main.lane4.NoIndex	52262.0	3119	4.0	3	12.0	3	8.0
1883.2011.262.Crump.Artic.LTREB.main.lane4.NoIndex	72005.0	1295	2.0	2	1.0	1	7.9
1883.2011.263.Crump.Artic.LTREB.main.lane4.NoIndex	66577.0	4057	2.0	1	33.0	5	6.6
1883.2011.264.Crump.Artic.LTREB.main.lane4.NoIndex	71243.0	3279	7.0	2	1.0	1	7.8
1883.2011.265.Crump.Artic.LTREB.main.lane4.NoIndex	51598.0	4056	2.0	1	11.0	6	8.2
1883.2011.271.Crump.Artic.LTREB.main.lane4.NoIndex	65943.0	3302	1.0	1	4.0	2	7.9
1883.2011.274.Crump.Artic.LTREB.main.lane4.NoIndex	58576.0	992	0.0	0	1.0	1	6.9
1883.2011.275.Crump.Artic.LTREB.main.lane4.NoIndex	65504.0	1968	2.0	1	0.0	0	7.5
1883.2011.276.Crump.Artic.LTREB.main.lane4.NoIndex	57897.0	4060	4.0	1	3.0	2	7.3
1883.2011.285.Crump.Artic.LTREB.main.lane4.NoIndex	54676.0	3852	2.0	1	0.0	0	7.3
1883.2011.303.Crump.Artic.LTREB.main.lane4.NoIndex	69478.0	4411	8.0	4	94.0	8	7.3
1883.2011.312.Crump.Artic.LTREB.main.lane4.NoIndex	55092.0	3328	2.0	2	35.0	2	7.4
1883.2011.313.Crump.Artic.LTREB.main.lane4.NoIndex	42799.0	3231	8.0	2	5.0	2	7.4
1883.2011.314.Crump.Artic.LTREB.main.lane4.NoIndex	50476.0	3545	4.0	2	25.0	4	7.5
1883.2011.323.Crump.Artic.LTREB.main.lane4.NoIndex	53586.0	3686	4.0	3	14.0	3	8.0
1883.2011.334.Crump.Artic.LTREB.main.lane4.NoIndex	118295.0	2884	1.0	1	20.0	3	7.0
1883.2011.336.Crump.Artic.LTREB.main.lane4.NoIndex	62182.0	2288	2.0	2	49.0	3	7.1
1883.2011.377.Crump.Artic.LTREB.main.lane4.NoIndex	68626.0	5217	1.0	1	8.0	3	8.3
1883.2011.378.Crump.Artic.LTREB.main.lane4.NoIndex	62578.0	3496	2.0	1	2.0	2	7.4
1883.2011.379.Crump.Artic.LTREB.main.lane4.NoIndex	57439.0	3253	2.0	2	330.0	5	8.4
1883.2011.38.Crump.Artic.LTREB.main.lane4.NoIndex	49769.0	3162	0.0	0	12.0	2	8.0
1883.2011.381.Crump.Artic.LTREB.main.lane4.NoIndex	69713.0	1221	1.0	1	1.0	1	8.0
1883.2011.382.Crump.Artic.LTREB.main.lane4.NoIndex	75636.0	3623	4.0	3	21.0	5	7.2
1883.2011.383.Crump.Artic.LTREB.main.lane4.NoIndex	54609.0	2376	7.0	2	0.0	0	7.8
